A,K,L,M,N,O,P,B,C,D,E,F,G,H,I,J,Q,R,S,T
corrected time (hrs),F3 corr,F5 corr,F7 corr,F9 corr,F11 corr,F13 corr,D3 corr,d5 corr,d7 corr,d9 corr,d11 corr,d13 corr,,,,,,,
-0.49979,29.03042,25.62726,21.58661,19.07918,18.28766,17.94091,-10.1968,-8.21923,-7.15042,-6.39572,-5.40964,-5.19514,,,,,,,
-0.49924,29.1723,25.5809,21.49096,19.02419,18.31018,18.08424,-10.15493,-8.12355,-7.11475,-6.35554,-5.35998,-5.07487,,,,,,,
-0.49867,29.05015,25.49886,21.48775,19.05778,18.40966,18.1496,-10.18206,-8.25288,-7.1359,-6.38111,-5.40961,-5.02164,,,,,,,
-0.49809,28.92546,25.66131,21.69663,18.98821,18.36391,18.0726,-10.12213,-8.19872,-7.16532,-6.3725,-5.38077,-5.15278,,,,,,,
-0.49751,29.0073,25.53135,21.54952,18.97569,18.28293,18.15023,-10.15581,-8.16544,-7.1439,-6.37334,-5.39517,-5.08113,,,,,,,
-0.49694,28.79535,25.51695,21.45795,19.14519,18.33314,18.05518,-10.19149,-8.2198,-7.11819,-6.37055,-5.42457,-5.12658,,,,,,,
-0.49637,28.84215,25.33348,21.47337,19.09228,18.33316,18.27827,-10.08937,-8.22233,-7.14743,-6.36808,-5.42664,-5.23814,,,,,,,
-0.49579,29.05347,25.54333,21.49969,19.04247,18.42512,18.05166,-10.16557,-8.20718,-7.14468,-6.36873,-5.3955,-5.17224,,,,,,,
-0.49521,28.81285,25.82152,21.65265,19.00714,18.3883,17.98926,-10.15207,-8.17118,-7.15575,-6.38154,-5.41519,-5.13321,,,,,,,
-0.49463,28.77638,25.43012,21.50853,19.00906,18.32924,18.03165,-10.07164,-8.17091,-7.1419,-6.37054,-5.40132,-4.97131,,,,,,,
-0.49404,28.9968,25.70831,21.61483,19.02176,18.51229,18.0822,-10.13327,-8.18856,-7.14205,-6.38021,-5.46403,-5.17112,,,,,,,
-0.49346,28.792,25.71033,21.58939,18.98498,18.2747,18.0705,-10.14809,-8.13433,-7.16899,-6.38299,-5.40798,-5.12222,,,,,,,
-0.49289,29.12676,25.28428,21.33167,19.09745,18.2739,18.08321,-10.12661,-8.17291,-7.05698,-6.35312,-5.42551,-5.11856,,,,,,,
-0.4923,29.03103,25.79286,21.59382,19.06594,18.26799,18.11126,-10.10311,-8.1905,-7.13913,-6.38481,-5.43939,-5.1305,,,,,,,
-0.49172,29.13261,25.48666,21.57031,19.07776,18.25724,18.10718,-10.11528,-8.16695,-7.16042,-6.34566,-5.35027,-5.1299,,,,,,,
-0.49114,28.91693,25.44201,21.63704,19.06788,18.21086,17.81868,-10.08106,-8.33136,-7.10306,-6.36524,-5.43827,-5.08464,,,,,,,
-0.49056,28.8229,25.42231,21.60207,19.04671,18.26426,17.8536,-10.13598,-8.18641,-7.09163,-6.36006,-5.40678,-5.10257,,,,,,,
-0.48998,28.99247,25.57681,21.54895,19.08709,18.23684,18.13214,-10.13299,-8.20807,-7.12495,-6.37667,-5.36969,-5.17216,,,,,,,
-0.4894,28.82647,25.36792,21.58731,19.00196,18.26269,18.15407,-10.14215,-8.21761,-7.10217,-6.35893,-5.36648,-5.03488,,,,,,,
-0.48882,28.93718,25.26851,21.57961,19.06491,18.34345,18.27562,-10.09569,-8.19734,-7.10055,-6.36659,-5.38585,-5.02747,,,,,,,
-0.48825,29.17512,25.61845,21.54748,18.98044,18.25098,18.11114,-10.21319,-8.13941,-7.13637,-6.42522,-5.42204,-5.13538,,,,,,,
-0.48769,28.82214,25.56382,21.59679,18.99926,18.20475,18.28516,-10.1363,-8.14172,-7.07943,-6.35713,-5.38659,-5.13995,,,,,,,
-0.48712,29.02424,25.48222,21.43914,18.94822,18.31755,18.01633,-10.12181,-8.20072,-7.16249,-6.38238,-5.47292,-5.05623,,,,,,,
-0.48654,29.00397,25.45603,21.50151,18.99963,18.28456,18.04137,-10.08169,-8.23326,-7.16313,-6.35994,-5.40633,-5.15018,,,,,,,
-0.48596,28.89382,25.60264,21.56935,19.07859,18.36536,17.94018,-10.08793,-8.22056,-7.14763,-6.35991,-5.43684,-5.22375,,,,,,,
-0.48538,28.92257,25.49172,21.48289,19.07827,18.36651,18.09766,-10.13758,-8.10904,-7.09761,-6.34444,-5.41209,-5.15728,,,,,,,
-0.48481,29.03652,25.60801,21.48175,19.03973,18.21893,17.8945,-10.0987,-8.25278,-7.08742,-6.36561,-5.36821,-5.14551,,,,,,,
-0.48423,28.98518,25.57016,21.6027,18.98004,18.2426,18.07715,-10.10046,-8.20212,-7.08557,-6.36516,-5.38505,-5.08199,,,,,,,
-0.48366,28.95825,25.49205,21.3783,19.02474,18.2256,18.09775,-10.13564,-8.22005,-7.16152,-6.36131,-5.3702,-5.06765,,,,,,,
-0.48308,28.96718,25.55442,21.41012,19.01005,18.35472,18.1879,-10.20808,-8.14162,-7.20942,-6.36057,-5.3825,-5.14029,,,,,,,
-0.48252,28.86521,25.57639,21.54157,18.9314,18.32407,17.9975,-10.08047,-8.25267,-7.17088,-6.35941,-5.40124,-5.14771,,,,,,,
-0.48194,29.01326,25.70781,21.69711,19.01068,18.14874,18.18153,-10.0999,-8.2866,-7.06682,-6.3445,-5.42325,-5.13043,,,,,,,
-0.48136,28.94437,25.66738,21.49563,18.94918,18.07148,18.1995,-10.09432,-8.20105,-7.08984,-6.37159,-5.43169,-5.1305,,,,,,,
-0.48078,28.83259,25.48891,21.5833,18.89974,18.14209,18.00735,-10.04863,-8.24212,-7.16994,-6.33566,-5.40783,-5.12009,,,,,,,
-0.4802,28.87236,25.33929,21.38361,19.0561,18.20958,18.13057,-10.13256,-8.21326,-7.12548,-6.36013,-5.4158,-5.1536,,,,,,,
-0.47961,28.8859,25.27931,21.52872,18.98309,18.27125,18.15548,-10.09143,-8.17472,-7.10963,-6.3673,-5.44712,-5.23049,,,,,,,
-0.47904,28.80574,25.39025,21.52844,19.10117,18.23661,18.0208,-10.07532,-8.17464,-7.16488,-6.36671,-5.36328,-5.20382,,,,,,,
-0.47845,28.73286,25.46491,21.53708,19.06078,18.34807,17.93763,-10.1349,-8.12942,-7.15466,-6.39483,-5.39677,-5.03844,,,,,,,
-0.47787,28.96123,25.78101,21.5977,18.98182,18.34972,17.9017,-10.15084,-8.14222,-7.07674,-6.31788,-5.43881,-5.04892,,,,,,,
-0.47729,28.92715,25.42713,21.59191,19.09859,18.31504,18.12628,-10.11921,-8.12324,-7.12092,-6.36451,-5.36625,-5.13387,,,,,,,
-0.47672,29.17295,25.35874,21.44413,19.04497,18.19744,18.20509,-10.06524,-8.23044,-7.14413,-6.35297,-5.33907,-5.09536,,,,,,,
-0.47614,28.9229,25.37082,21.47036,19.04989,18.21577,18.07611,-9.99168,-8.14613,-7.11075,-6.36627,-5.37244,-5.12119,,,,,,,
-0.47557,28.76813,25.53642,21.4328,18.94773,18.18886,18.0931,-10.05838,-8.11216,-7.09243,-6.39108,-5.45502,-5.01978,,,,,,,
-0.47499,28.92551,25.62143,21.35768,19.00255,18.18889,18.17137,-10.13451,-8.22014,-7.09576,-6.34879,-5.45929,-5.0934,,,,,,,
-0.47441,28.93717,25.3033,21.42934,18.9007,18.36586,17.86805,-10.09534,-8.27011,-7.07958,-6.35499,-5.39837,-5.13704,,,,,,,
-0.47383,28.94227,25.4658,21.37286,18.94995,18.35368,18.05168,-10.13792,-8.09447,-7.08971,-6.34112,-5.41533,-5.11986,,,,,,,
-0.47325,29.05564,25.36532,21.52108,19.01956,18.29718,18.01182,-10.00639,-8.15663,-7.15443,-6.35285,-5.42026,-5.15202,,,,,,,
-0.47267,28.91056,25.54966,21.50745,18.98833,18.29808,17.83492,-10.11089,-8.21232,-7.1124,-6.35852,-5.43325,-5.2441,,,,,,,
-0.47209,28.98241,25.38182,21.47616,19.02697,18.36608,17.79959,-10.12188,-8.192,-7.16842,-6.32812,-5.43322,-5.2091,,,,,,,
-0.47152,28.95329,25.36353,21.64175,18.91695,18.32617,17.79822,-10.05392,-8.16385,-7.06271,-6.37069,-5.39327,-4.99271,,,,,,,
-0.47094,29.004,25.58521,21.60411,18.9971,18.28467,17.8879,-10.15876,-8.27174,-7.0835,-6.33494,-5.38021,-5.16165,,,,,,,
-0.47035,28.95015,25.48231,21.43838,19.03802,18.12043,17.99478,-10.03672,-8.17531,-7.10181,-6.35717,-5.36185,-5.14233,,,,,,,
-0.46977,28.74763,25.41185,21.5988,19.01122,18.30605,18.06477,-10.12193,-8.18307,-7.10379,-6.37137,-5.39689,-4.98089,,,,,,,
-0.4692,28.94211,25.53182,21.39434,18.95189,18.28975,17.87089,-10.04261,-8.18648,-7.14166,-6.36431,-5.42907,-5.08497,,,,,,,
-0.46863,28.92322,25.51189,21.5267,19.06358,18.33865,18.09366,-10.10925,-8.23249,-7.14203,-6.35728,-5.3929,-5.08451,,,,,,,
-0.46806,28.87534,25.43594,21.42858,18.95317,18.25518,18.01475,-10.12175,-8.24379,-7.21736,-6.34515,-5.39632,-5.04823,,,,,,,
-0.46748,29.16045,25.14246,21.52848,19.00515,18.35431,17.91217,-10.22416,-8.28656,-7.19194,-6.36593,-5.45133,-5.18732,,,,,,,
-0.46692,29.11172,25.41275,21.53298,19.0341,18.14478,18.00768,-10.11744,-8.34352,-7.106,-6.3599,-5.42327,-5.07214,,,,,,,
-0.46634,29.05073,25.66016,21.47251,18.98845,18.08868,18.10407,-10.04696,-8.16942,-7.17529,-6.37553,-5.40744,-5.02603,,,,,,,
-0.46576,28.89383,25.4826,21.41905,18.94147,18.13647,17.93509,-10.0771,-8.23058,-7.1148,-6.33373,-5.37303,-5.13036,,,,,,,
-0.46518,28.9731,25.50202,21.55269,18.98967,18.28087,18.1299,-10.10386,-8.2312,-7.18888,-6.36475,-5.39057,-5.15888,,,,,,,
-0.4646,28.86864,25.62209,21.45354,18.92462,18.19192,18.26816,-10.06531,-8.22932,-7.1503,-6.36144,-5.43837,-4.9425,,,,,,,
-0.46403,28.91053,25.49902,21.505,18.95181,18.1134,18.09528,-10.14418,-8.25098,-7.13173,-6.37074,-5.40741,-4.95882,,,,,,,
-0.46345,28.76645,25.44812,21.45332,18.9483,18.01567,17.83148,-10.11711,-8.19254,-7.20655,-6.35209,-5.37724,-5.05525,,,,,,,
-0.46287,28.9645,25.41456,21.47958,18.95242,18.17442,18.18353,-10.07396,-8.24604,-7.17244,-6.35367,-5.40091,-5.11808,,,,,,,
-0.4623,28.65002,25.5558,21.48062,18.96645,18.33642,18.02005,-10.09034,-8.2102,-7.05779,-6.33985,-5.36579,-5.12722,,,,,,,
-0.46173,28.9309,25.51399,21.44801,18.98218,18.36182,17.93188,-10.16357,-8.35477,-7.12742,-6.3804,-5.40502,-5.15339,,,,,,,
-0.46116,28.92975,25.40049,21.5353,18.89623,18.1579,17.90845,-10.18487,-8.20655,-7.12748,-6.36753,-5.39417,-5.06436,,,,,,,
-0.46058,28.90279,25.35551,21.27787,18.93716,18.2171,18.00237,-10.08283,-8.24459,-7.09529,-6.34454,-5.38692,-5.10597,,,,,,,
-0.46001,28.90875,25.13464,21.42259,18.96753,18.31943,17.97015,-10.10355,-8.19001,-7.20733,-6.36512,-5.41186,-5.15631,,,,,,,
-0.45944,28.98071,25.66438,21.4007,18.92522,18.29547,17.94784,-10.14046,-8.09078,-7.11066,-6.3708,-5.40038,-5.1409,,,,,,,
-0.45887,28.87243,25.45226,21.58472,18.98946,18.30332,18.20522,-10.15625,-8.22661,-7.11066,-6.34594,-5.41171,-5.11721,,,,,,,
-0.4583,28.88837,25.59217,21.23598,18.9415,18.28759,18.00515,-10.13067,-8.21315,-7.13959,-6.35856,-5.42399,-5.14343,,,,,,,
-0.45773,28.91085,25.59501,21.51037,18.92355,18.31216,17.89842,-10.1484,-8.18555,-7.10121,-6.36643,-5.40135,-5.06819,,,,,,,
-0.45716,28.80519,25.396,21.50438,18.93866,18.12285,17.74511,-10.09643,-8.19318,-7.0951,-6.33794,-5.36969,-5.08395,,,,,,,
-0.45659,28.82834,25.34613,21.36042,18.94986,18.28979,18.12396,-10.18936,-8.19698,-7.14164,-6.31413,-5.3351,-5.06456,,,,,,,
-0.45601,28.91351,25.61593,21.38112,18.98401,18.10832,17.89151,-10.08131,-8.12382,-7.13684,-6.33645,-5.41407,-5.15552,,,,,,,
-0.45544,28.94817,25.51089,21.32476,18.9919,18.19815,17.95256,-10.12596,-8.1626,-7.14895,-6.33548,-5.36049,-5.10432,,,,,,,
-0.45487,29.11852,25.65354,21.52513,18.91053,18.3528,17.90852,-10.11545,-8.14787,-7.19526,-6.36319,-5.36907,-5.20026,,,,,,,
-0.4543,29.06149,25.71725,21.43532,18.94503,18.29358,18.03523,-10.01584,-8.18175,-7.18343,-6.37817,-5.42228,-5.08641,,,,,,,
-0.45373,28.79547,25.60204,21.65757,18.88019,18.28425,18.00824,-10.13126,-8.18751,-7.18753,-6.37146,-5.39243,-5.01727,,,,,,,
-0.45317,28.94765,25.4731,21.35857,18.89215,18.22093,17.69093,-10.13057,-8.17994,-7.14108,-6.35477,-5.36608,-5.14098,,,,,,,
-0.4526,28.83683,25.50374,21.4732,18.87547,18.30965,18.12595,-10.07284,-8.30663,-7.11465,-6.36304,-5.43481,-5.19852,,,,,,,
-0.45202,28.96338,25.24078,21.42301,18.91731,18.15971,17.9289,-10.10481,-8.22494,-7.14638,-6.35627,-5.42625,-5.09164,,,,,,,
-0.45144,29.03515,25.37587,21.40738,18.95418,18.20253,17.78635,-10.17531,-8.17785,-7.11855,-6.34874,-5.37291,-5.14662,,,,,,,
-0.45088,28.88151,25.31267,21.45463,18.88216,18.25259,17.91731,-10.18199,-8.19415,-7.11143,-6.34492,-5.34245,-5.08208,,,,,,,
-0.45031,28.97567,25.28221,21.44621,18.96693,18.19845,18.2599,-10.14806,-8.10991,-7.16464,-6.36435,-5.39586,-5.09303,,,,,,,
-0.44974,28.86854,25.31234,21.3968,19.0038,18.13145,17.76158,-10.12397,-8.24785,-7.11446,-6.37518,-5.46224,-5.13617,,,,,,,
-0.44918,28.96825,25.37438,21.54824,18.9287,18.23044,18.00686,-10.0947,-8.24114,-7.13589,-6.37038,-5.44999,-5.02316,,,,,,,
-0.44861,28.94946,25.43673,21.40077,18.89406,18.23474,17.73387,-10.1881,-8.09059,-7.08058,-6.36715,-5.3925,-5.14677,,,,,,,
-0.44804,28.7364,25.44881,21.34377,18.90069,18.25192,17.96126,-10.16873,-8.10846,-7.09318,-6.3635,-5.39456,-5.16216,,,,,,,
-0.44748,29.00241,25.38605,21.5409,18.89011,18.18572,17.80655,-10.03403,-8.22846,-7.11722,-6.36303,-5.43718,-5.15761,,,,,,,
-0.44692,29.16071,25.31236,21.45028,18.91537,18.23208,17.79822,-10.14457,-8.17668,-7.10173,-6.38293,-5.38681,-5.07899,,,,,,,
-0.44636,28.91813,25.42359,21.473,18.87487,18.23969,18.01654,-10.13555,-8.19012,-7.1356,-6.32922,-5.40669,-5.04293,,,,,,,
-0.44579,29.01361,25.49946,21.37186,18.95502,18.24037,18.1,-10.04934,-8.1454,-7.14906,-6.36803,-5.36951,-5.21325,,,,,,,
-0.44523,28.74988,25.18537,21.37048,18.93236,18.11871,18.09586,-10.12328,-8.19394,-7.13636,-6.36066,-5.42887,-5.00502,,,,,,,
-0.44466,28.90933,25.41272,21.33862,18.86956,18.19935,18.21423,-10.1253,-8.19124,-7.16662,-6.37007,-5.34771,-5.07134,,,,,,,
-0.44409,28.68236,25.61965,21.28411,18.93613,18.10477,17.88789,-10.12233,-8.19539,-7.11747,-6.36577,-5.41589,-5.09728,,,,,,,
-0.44352,28.83399,25.40236,21.33636,18.88953,18.13679,17.78293,-10.05129,-8.15736,-7.11101,-6.34738,-5.36723,-5.09586,,,,,,,
-0.44297,28.94415,25.34874,21.44225,18.89399,18.24994,17.7956,-10.11101,-8.14126,-7.0908,-6.38978,-5.39106,-5.13752,,,,,,,
-0.4424,28.78975,25.46989,21.3084,18.86219,18.27284,17.9822,-10.14469,-8.24376,-7.13761,-6.3834,-5.37741,-5.17684,,,,,,,
-0.44184,28.69585,25.56592,21.4156,18.86139,18.21435,18.12489,-10.12566,-8.17865,-7.12939,-6.36848,-5.39136,-5.16225,,,,,,,
-0.44128,28.93279,25.45335,21.30864,18.84294,18.1114,18.13975,-10.05893,-8.22247,-7.11934,-6.39726,-5.35332,-5.08863,,,,,,,
-0.44071,28.88695,25.67816,21.44581,18.92127,18.20693,17.93032,-10.10785,-8.2046,-7.14095,-6.35928,-5.39927,-5.09948,,,,,,,
-0.44015,28.77569,25.39175,21.27984,18.87236,18.1548,17.87978,-10.03733,-8.30167,-7.13129,-6.35478,-5.39734,-5.1091,,,,,,,
-0.43958,28.62539,25.35486,21.32709,18.97342,17.90211,17.8587,-10.08263,-8.15258,-7.07903,-6.37195,-5.36342,-5.04253,,,,,,,
-0.43901,28.76869,25.58346,21.41959,18.87489,18.22679,18.01426,-10.11481,-8.18945,-7.15036,-6.36756,-5.42332,-5.14605,,,,,,,
-0.43844,28.76507,25.39658,21.39077,18.90019,18.25637,18.00425,-10.08458,-8.24597,-7.15004,-6.35218,-5.38762,-5.04084,,,,,,,
-0.43788,28.87219,25.52591,21.39044,18.92669,18.43358,17.81202,-10.05247,-8.20917,-7.07229,-6.35767,-5.33154,-5.10771,,,,,,,
-0.43731,29.06375,25.5128,21.36004,18.89826,18.22437,17.69568,-10.09801,-8.22533,-7.16277,-6.34993,-5.35699,-5.08308,,,,,,,
-0.43675,28.87726,25.5716,21.47914,18.88956,18.06971,17.7937,-10.10505,-8.13036,-7.13723,-6.33781,-5.38857,-5.02369,,,,,,,
-0.43619,28.80254,25.41713,21.27625,18.93696,18.16112,17.94504,-10.09322,-8.17366,-7.10361,-6.32726,-5.43704,-5.03615,,,,,,,
-0.43563,28.8419,25.5265,21.56086,18.93397,18.12465,18.11974,-10.09998,-8.13079,-7.06023,-6.34177,-5.40658,-5.09225,,,,,,,
-0.43506,28.84943,25.27286,21.39904,18.92953,18.25371,17.76003,-10.16848,-8.19296,-7.08894,-6.35594,-5.37187,-5.24745,,,,,,,
-0.43449,28.72833,25.61641,21.41799,18.89842,18.27806,17.87026,-10.07299,-8.16558,-7.11472,-6.35387,-5.40381,-5.1155,,,,,,,
-0.43392,29.01331,25.27332,21.48349,18.89771,18.02442,17.85347,-10.08591,-8.36215,-7.12694,-6.3722,-5.42988,-5.04318,,,,,,,
-0.43335,28.83547,25.36582,21.29404,18.92034,18.20369,18.38652,-10.06889,-8.16272,-7.15194,-6.359,-5.4147,-5.08123,,,,,,,
-0.43279,28.86283,25.37934,21.40223,18.87379,18.19555,18.30514,-10.15735,-8.19437,-7.12796,-6.33805,-5.42428,-5.00109,,,,,,,
-0.43222,29.02424,25.32841,21.37324,18.91145,18.11649,18.03356,-10.1204,-8.16934,-7.16611,-6.33646,-5.38869,-5.1211,,,,,,,
-0.43165,28.66892,25.55288,21.36442,18.86159,18.0769,18.13246,-10.07482,-8.20544,-7.15583,-6.37903,-5.35108,-5.20599,,,,,,,
-0.43108,28.94278,25.42817,21.27355,18.89885,18.10875,17.99586,-10.08912,-8.25759,-7.14083,-6.35637,-5.3646,-5.11056,,,,,,,
-0.43051,28.96388,25.38745,21.36542,18.92237,18.06646,17.81312,-10.11144,-8.22792,-7.18069,-6.33938,-5.39263,-5.1385,,,,,,,
-0.42996,28.80427,25.3552,21.31584,18.88467,18.25656,18.15342,-10.06269,-8.1654,-7.14447,-6.34747,-5.43643,-5.09069,,,,,,,
-0.42938,28.85805,25.34607,21.40128,18.88073,18.11214,17.69326,-10.05576,-8.22152,-7.10826,-6.35112,-5.44645,-5.17402,,,,,,,
-0.42882,28.96801,25.33555,21.33356,18.90409,18.01109,17.78598,-10.13694,-8.20883,-7.10115,-6.34985,-5.34638,-5.10399,,,,,,,
-0.42825,28.95589,25.37803,21.4345,18.84973,18.23127,18.24608,-10.10799,-8.16954,-7.16561,-6.36818,-5.3579,-5.17759,,,,,,,
-0.42768,29.07233,25.2552,21.42899,18.84847,18.11825,17.9405,-10.1579,-8.22301,-7.09247,-6.37405,-5.39738,-5.16783,,,,,,,
-0.42712,28.77296,25.58513,21.51557,18.88864,18.08035,18.08196,-10.12855,-8.21076,-7.15879,-6.34379,-5.39738,-5.13151,,,,,,,
-0.42656,28.89907,25.45073,21.45002,18.81238,18.10052,18.30665,-10.17562,-8.19681,-7.14368,-6.36532,-5.39043,-5.11066,,,,,,,
-0.42599,28.84526,25.4482,21.3163,18.87767,18.00543,18.00032,-10.052,-8.28358,-7.05134,-6.3387,-5.43387,-5.12927,,,,,,,
-0.42543,28.99705,25.45935,21.29852,18.87891,18.02111,17.95775,-10.18752,-8.1959,-7.14021,-6.34639,-5.43283,-5.18626,,,,,,,
-0.42486,28.60482,25.20576,21.58927,18.9743,18.19944,17.95672,-10.1672,-8.28291,-7.11146,-6.34605,-5.39377,-5.06481,,,,,,,
-0.42428,28.89891,25.21365,21.47285,18.88955,18.16906,17.79206,-10.23843,-8.17004,-7.09781,-6.34029,-5.38236,-5.08547,,,,,,,
-0.42371,28.81954,25.28435,21.36227,18.86951,18.1251,17.68708,-10.0952,-8.23459,-7.10614,-6.35737,-5.37892,-5.14702,,,,,,,
-0.42314,29.00113,25.22159,21.23635,18.88599,18.24504,17.94485,-10.18783,-8.23304,-7.10207,-6.36305,-5.36788,-5.04665,,,,,,,
-0.42254,29.08592,25.17705,21.45735,18.91079,18.23952,18.07172,-10.08038,-8.1919,-7.10436,-6.36173,-5.37876,-5.14591,,,,,,,
-0.42192,28.97878,25.33506,21.30883,18.93039,18.10927,17.87905,-10.07037,-8.19814,-7.11066,-6.31162,-5.43507,-5.18098,,,,,,,
-0.4213,29.11045,25.32886,21.70441,19.19758,18.3458,18.10942,-10.14631,-8.21493,-7.05804,-6.34619,-5.40983,-5.06989,,,,,,,
-0.42068,29.10664,25.83658,21.63647,19.30786,18.34604,18.26544,-10.06468,-8.2742,-7.10501,-6.35681,-5.39972,-5.03868,,,,,,,
-0.42007,29.13757,25.55142,21.53089,19.0266,18.16992,17.75071,-10.11185,-8.13015,-7.06969,-6.36407,-5.4095,-5.1503,,,,,,,
-0.41947,28.63464,25.29083,21.3812,18.88065,18.0837,18.03227,-10.08769,-8.20961,-7.11209,-6.34299,-5.38786,-5.03254,,,,,,,
-0.41886,28.89988,25.58275,21.48523,18.92327,18.22355,17.74425,-10.08883,-8.12757,-7.15828,-6.34506,-5.39325,-5.15392,,,,,,,
-0.41825,29.00423,25.51407,21.51252,19.00843,18.16298,17.95116,-10.08215,-8.23201,-7.15376,-6.37783,-5.39787,-5.04067,,,,,,,
-0.41765,29.07918,25.40391,21.43295,19.02739,18.15384,18.0365,-10.09316,-8.09647,-7.15091,-6.3612,-5.39992,-5.10162,,,,,,,
-0.41704,29.07865,25.57808,21.34587,18.97415,18.37172,18.01266,-10.22178,-8.1196,-7.11442,-6.387,-5.41237,-5.14029,,,,,,,
-0.41644,28.94937,25.09952,21.40042,18.94301,18.36479,18.01873,-10.10202,-8.2542,-7.12986,-6.38385,-5.44941,-5.14744,,,,,,,
-0.41581,29.08529,25.37244,21.29679,18.98138,18.08238,17.93658,-10.06233,-8.09764,-7.16347,-6.34818,-5.40526,-5.21236,,,,,,,
-0.41518,28.81965,25.33801,21.49561,19.0028,18.15336,17.89964,-10.06974,-8.27669,-7.09475,-6.34615,-5.40643,-5.0465,,,,,,,
-0.41458,28.96709,25.80431,21.50857,19.08932,18.37084,18.25158,-10.13229,-8.24721,-7.14875,-6.362,-5.37687,-5.08221,,,,,,,
-0.41396,29.11179,25.32386,21.68347,18.9077,18.30627,17.94891,-10.05385,-8.26492,-7.06673,-6.31801,-5.40641,-5.06023,,,,,,,
-0.41336,28.69133,25.10578,21.26971,18.76765,17.97142,17.81042,-10.07346,-8.21983,-7.12612,-6.33903,-5.38072,-5.08177,,,,,,,
-0.41274,28.81244,25.4104,21.27414,18.82671,18.10136,17.88471,-10.15121,-8.14592,-7.06749,-6.37544,-5.4294,-5.0503,,,,,,,
-0.41212,28.90782,25.18482,21.32054,18.77478,17.97805,17.91186,-10.15464,-8.25586,-7.11773,-6.34581,-5.3882,-5.09466,,,,,,,
-0.4115,28.78642,25.07496,21.2706,18.8071,18.00032,17.81032,-10.12366,-8.25699,-7.12826,-6.36707,-5.42994,-5.04571,,,,,,,
-0.41089,28.88441,25.25678,21.06987,18.82019,17.98766,17.84933,-10.06115,-8.22034,-7.10808,-6.3728,-5.38635,-5.08506,,,,,,,
-0.41027,28.9644,25.20433,21.19943,18.89405,18.02552,17.68586,-10.1098,-8.18559,-7.06837,-6.3625,-5.4227,-5.14671,,,,,,,
-0.40966,28.83935,25.27874,21.3476,19.00163,18.2129,17.7316,-10.15892,-8.19813,-7.07066,-6.36563,-5.42605,-5.13073,,,,,,,
-0.40904,28.95558,25.43074,21.51996,19.2033,18.34943,17.95841,-10.13144,-8.24551,-7.1142,-6.3472,-5.38759,-5.119,,,,,,,
-0.40842,28.97787,25.67232,21.48925,19.02806,18.41732,18.16887,-10.0676,-8.17743,-7.15185,-6.3865,-5.40577,-5.0909,,,,,,,
-0.40782,28.97366,25.49072,21.51826,19.05295,18.30085,18.27404,-10.0807,-8.33516,-7.12552,-6.34789,-5.4349,-5.11905,,,,,,,
-0.4072,28.8349,25.59172,21.47904,19.0142,18.37846,18.07322,-10.07098,-8.11245,-7.11733,-6.38493,-5.41554,-5.04602,,,,,,,
-0.40659,28.93653,25.59031,21.42447,19.12061,18.47421,18.1462,-10.10804,-8.22048,-7.10359,-6.35881,-5.40326,-5.08068,,,,,,,
-0.40597,29.05826,25.62404,21.70906,19.17178,18.45276,18.20132,-10.16109,-8.1507,-7.11091,-6.3431,-5.36393,-5.08498,,,,,,,
-0.40534,29.01961,25.37944,21.51134,19.0158,18.24131,18.11005,-10.16849,-8.10085,-7.08483,-6.36741,-5.36918,-5.07399,,,,,,,
-0.40472,28.67013,25.47951,21.33007,18.95457,17.94653,17.94591,-10.05213,-8.21388,-7.15579,-6.33381,-5.36848,-5.08465,,,,,,,
-0.40413,28.73186,25.43579,21.28852,18.83313,18.15161,18.00483,-10.12884,-8.20794,-7.14284,-6.35617,-5.3847,-5.11295,,,,,,,
-0.40353,28.80451,25.17381,21.32878,18.78604,17.98733,17.85569,-10.13429,-8.22574,-7.13834,-6.32014,-5.41807,-5.12353,,,,,,,
-0.40289,28.73391,25.23753,21.3506,18.89842,18.03146,17.7289,-10.10147,-8.27913,-7.14129,-6.34344,-5.40349,-5.16927,,,,,,,
-0.40227,28.69725,25.09173,21.29785,18.84958,18.07688,17.98136,-10.14491,-8.29461,-7.15175,-6.35645,-5.40573,-5.13275,,,,,,,
-0.40165,28.72339,25.15941,21.18337,18.90327,18.06457,17.67417,-10.06886,-8.21508,-7.14007,-6.36076,-5.4508,-5.01509,,,,,,,
-0.40104,28.92466,25.18017,21.25862,18.86177,17.9774,17.70295,-10.12096,-8.22143,-7.13033,-6.35585,-5.41261,-5.05611,,,,,,,
-0.40039,28.79565,25.40187,21.38107,18.79523,18.12339,17.86998,-10.13636,-8.22011,-7.13134,-6.35474,-5.48209,-5.00955,,,,,,,
-0.39978,28.84211,25.57622,21.42007,18.80516,18.00708,17.83257,-10.17539,-8.19725,-7.15278,-6.37066,-5.36624,-5.14947,,,,,,,
-0.39918,28.95778,25.40855,21.30808,18.90036,18.08431,17.83904,-10.12987,-8.19755,-7.13195,-6.36193,-5.32926,-5.13976,,,,,,,
-0.39858,28.62797,25.29537,21.38011,18.82079,18.18419,17.96434,-10.15687,-8.20325,-7.14404,-6.33698,-5.39473,-5.03728,,,,,,,
